AthleteName,AthleteFirstName,AthleteLastName,Date,RaceEventDistance,RaceEventSwimmingStyleName,PhaseName,RaceEventIsRelay,RaceEventIsMixed,RaceEventName,PoolLength,RaceId,PhaseNumber,Lane,RelayLeg,FinishingPosition,RaceEventId,RaceEventSwimmingStyleId,AthleteId,AthleteGenderId,AthleteGenderName,AthleteNationId,AthleteNationCode,AthleteNationName,CompetitionId,CompetitionName,PhaseId,SessionId,SessionCode,AnalysisLevelId,AnalysisLevelName,RaceTime,Split_0_50_m,Split_50_100_m,StartBlockElapsedTime,StartBreakoutDistance,StartBreakoutTime,Lap1_15mElapsedTime,StartKicks,Turn_5mIn_s,Turn1RotateTime,Turn1_15m_s,Turn1BreakoutDistance,Turn1BreakoutTime,Turn1_Total_s,Last5m_s,SR_15_25m_T,SR_15_25m_SR,SR_15_25m_DPS,SR_15_25m_V,SR_15_25m_N,SR_25_50m_T,SR_25_50m_SR,SR_25_50m_DPS,SR_25_50m_V,SR_25_50m_N,SR_65_75m_T,SR_65_75m_SR,SR_65_75m_DPS,SR_65_75m_V,SR_65_75m_N,SR_75_100m_T,SR_75_100m_SR,SR_75_100m_DPS,SR_75_100m_V,SR_75_100m_N
McMillan,McMillan,,14/04/2026,400,Freestyle,Heat,False,False,400 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,229.95,26.34,28.66,0.74,12.7,4.82,6.1,,3.14,1.44,7.56,6.7,2.5,10.7,2.59,20.24,36.9,2.85,1.75,25.0,,,,,,21.1,34.3,2.9,1.66,29.0,,,,,
Anderson,Anderson,,14/04/2026,100,Freestyle,Heat,False,False,100 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,54.05,26.24,27.81,0.7,12.5,5.06,6.5,,3.18,1.44,7.56,6.2,2.54,10.74,2.59,5.52,45.4,2.39,1.81,,14.22,45.3,2.4,1.81,30.0,5.74,45.1,2.31,1.74,,14.51,44.5,2.27,1.68,37.0
Davis,Davis,,14/04/2026,100,Freestyle,Final,False,False,100 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,53.99,26.02,27.97,0.66,12.4,4.92,6.36,,3.12,1.2,7.58,8.1,3.64,10.7,2.81,5.4,52.8,2.1,1.85,,14.26,49.3,2.19,1.8,33.0,5.76,50.3,2.08,1.74,,14.63,47.7,2.13,1.69,40.0
Dickson,Dickson,,14/04/2026,100,Breaststroke,Heat,False,False,100 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,61.78,28.82,32.96,0.64,13.0,5.34,6.6,,3.24,0.7,9.54,9.4,5.7,12.78,3.42,6.22,54.2,1.78,1.61,,16.0,55.3,1.7,1.57,21.0,6.48,55.7,1.66,1.54,,16.94,57.2,1.55,1.48,26.0
Annis,Annis,,14/04/2026,400,Freestyle,Final,False,False,400 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,230.31,26.56,28.73,0.66,,5.7,6.14,,2.94,1.56,7.56,6.8,2.78,10.5,2.65,20.42,36.9,2.8,1.72,24.0,,,,,,21.17,34.2,2.89,1.65,28.0,,,,,
Anderson,Anderson,,14/04/2026,100,Freestyle,Final,False,False,100 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,54.19,26.46,27.73,0.7,12.7,5.18,6.46,,3.12,1.38,7.66,6.0,2.52,10.78,2.63,5.58,43.9,2.45,1.79,,14.42,44.4,2.39,1.77,30.0,5.7,45.0,2.33,1.75,,14.37,45.8,2.23,1.7,38.0
Davis,Davis,,14/04/2026,100,Freestyle,Heat,False,False,100 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,54.82,26.39,28.43,0.7,12.7,5.24,6.5,,3.15,1.23,7.73,7.6,3.59,10.88,2.78,5.48,51.4,2.12,1.82,,14.41,48.6,2.2,1.78,33.0,5.82,50.0,2.06,1.72,,14.88,47.3,2.09,1.65,40.0
Hope,Hope,,14/04/2026,100,Freestyle,B-Final,False,False,100 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,56.16,27.14,29.02,0.7,11.7,4.96,6.76,,3.44,1.62,7.88,7.5,3.68,11.32,2.86,5.48,53.7,2.03,1.82,,14.9,50.2,2.09,1.75,37.0,6.0,51.8,1.93,1.67,,15.14,47.8,2.05,1.63,42.0
McMillan,McMillan,,14/04/2026,400,Freestyle,Final,False,False,400 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,226.82,25.79,27.95,0.68,13.0,4.84,5.9,,2.99,1.29,7.47,6.7,2.55,10.46,2.8,19.89,37.4,2.86,1.78,25.0,,,,,,20.48,35.8,2.87,1.71,29.0,,,,,
Grieve,Grieve,,14/04/2026,200,Butterfly,Heat,False,False,200 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,132.28,29.31,33.07,0.7,13.5,5.98,6.88,,3.29,0.71,9.37,8.5,5.15,12.66,3.58,6.36,54.0,1.74,1.57,,16.07,54.4,1.72,1.56,20.0,6.8,52.2,1.69,1.47,,16.9,52.7,1.7,1.49,24.0
MacInnes,MacInnes,,14/04/2026,200,Butterfly,Heat,False,False,200 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,129.1,28.89,32.45,0.68,12.3,5.18,6.82,,3.19,0.65,9.53,7.0,4.05,12.72,3.34,6.06,57.4,1.72,1.65,,16.01,55.9,1.67,1.56,22.0,6.54,56.0,1.64,1.53,,16.38,56.3,1.63,1.53,26.0
Dickson,Dickson,,14/04/2026,100,Breaststroke,Final,False,False,100 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,61.5,28.84,32.66,0.68,13.6,5.56,6.52,,3.16,0.7,9.24,9.8,5.76,12.4,3.18,6.36,52.6,1.79,1.57,,15.96,51.2,1.83,1.56,20.0,6.84,54.7,1.6,1.46,,16.58,59.0,1.52,1.49,26.0
Dickson,Dickson,,26/03/2026,100,Breaststroke Time,Trial,False,False,100 m Breaststroke Time,50,,,,,,,,,,,,,,,,,,,,,62.52,29.27,33.25,,,,,,,,,,,,,,54.4,,,,,53.2,,,21.0,,55.6,,,,,57.8,,,25.5
Robertson,Robertson,,26/03/2026,100,Butterfly Time,Trial,False,False,100 m Butterfly Time,50,,,,,,,,,,,,,,,,,,,,,54.34,25.23,29.11,,,,,,,,,,,,,,56.6,,,,,57.6,,,19.0,,56.5,,,,,55.5,,,21.0
Smith,Smith,,26/03/2026,400,IM Time,Trial,False,False,400 m IM Time,50,,,,,,,,,,,,,,,,,,,,,267.41,28.53,31.27,,,,,,,,,,,,,,47.6,,,18.0,,,,,,,47.5,,,20.0,,,,,
Fearn,Fearn,,26/03/2026,100,Butterfly Time,Trial,False,False,100 m Butterfly Time,50,,,,,,,,,,,,,,,,,,,,,54.06,24.91,29.15,,,,,,,,,,,,,,58.5,,,,,56.0,,,18.0,,54.4,,,,,53.8,,,21.0
Annis,Annis,,26/03/2026,400,Freestyle Time,Trial,False,False,400 m Freestyle Time,50,,,,,,,,,,,,,,,,,,,,,238.51,27.07,29.76,,,,,,,,,,,,,,38.2,,,26.0,,,,,,,34.6,,,30.0,,,,,
MacInnes,MacInnes,,22/03/2026,100,Butterfly,Final,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,58.71,27.3,31.41,0.66,13.3,5.66,6.74,,2.96,0.7,9.06,7.8,4.92,12.02,3.17,5.78,60.9,1.7,1.73,,14.78,62.2,1.63,1.69,22.0,6.14,60.7,1.61,1.63,,16.21,59.5,1.54,1.53,26.0
Grieve,Grieve,,22/03/2026,100,Butterfly,Final,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,59.14,27.98,31.16,0.69,13.9,5.78,6.56,,2.92,0.72,8.78,11.0,5.5,11.7,3.04,6.12,57.4,1.7,1.63,,15.3,59.3,1.64,1.62,22.0,6.26,59.0,1.63,1.6,,16.12,60.2,1.52,1.53,25.0
McMillan,McMillan,,22/03/2026,200,IM,Heat,False,False,200 m IM,50,,,,,,,,,,,,,,,,,,,,,124.27,26.46,31.0,,,,,,,,,,,,,,48.2,,,,,49.1,,,17.0,,41.0,,,,,41.0,,,33.0
MacInnes,MacInnes,,22/03/2026,100,Butterfly,Heat,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,59.55,27.66,31.89,,,,,,,,,,,,,,61.0,,,,,61.6,,,22.0,,60.5,,,,,59.7,,,26.0
Shanahan,Shanahan,,22/03/2026,100,Backstroke,Final,False,False,100 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,61.25,29.75,31.5,0.72,14.1,6.86,7.66,,3.37,1.41,8.51,11.5,5.79,11.88,3.07,6.12,46.3,2.11,1.63,,15.97,45.0,2.12,1.59,33.0,6.5,44.5,2.08,1.54,,16.49,43.4,2.06,1.49,37.0
Shanahan,Shanahan,,22/03/2026,100,Backstroke,Heat,False,False,100 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,61.6,30.08,31.52,,,,,,,,,,,,,,44.9,,,,,43.2,,,32.0,,43.0,,,,,42.8,,,36.0
McMillan,McMillan,,22/03/2026,200,IM,Final,False,False,200 m IM,50,,,,,,,,,,,,,,,,,,,,,124.3,26.29,31.33,0.68,13.3,4.82,6.1,,2.91,0.77,8.83,,5.97,11.74,2.52,5.58,49.0,2.19,1.79,,14.61,49.0,2.09,1.71,17.0,6.26,42.4,2.26,1.6,,16.24,40.8,2.21,1.5,34.0
Grieve,Grieve,,22/03/2026,100,Butterfly,Heat,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,59.63,27.98,31.65,,,,,,,,,,,,,,57.8,,,,,56.9,,,21.0,,55.4,,,,,57.2,,,24.0
MacInnes,MacInnes,,21/03/2026,200,Butterfly,Heat,False,False,200 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,132.64,29.11,32.93,0.68,11.8,5.06,7.04,,3.19,0.71,9.53,7.2,4.27,12.72,3.54,6.12,53.8,1.82,1.63,,15.95,56.6,1.66,1.57,22.0,6.56,57.4,1.59,1.52,,16.84,56.4,1.55,1.46,27.0
Shanahan,Shanahan,,21/03/2026,50,Backstroke,Heat,False,False,50 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,29.41,7.82,6.06,0.68,13.1,6.46,7.82,,,,,,,,2.93,,,,,,6.06,47.4,2.09,1.65,,,,,,,,,,,
Scott,Scott,,21/03/2026,200,Freestyle,Final,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,108.75999999999999,25.39,27.77,0.69,14.0,5.12,5.8,,2.89,1.39,7.55,8.9,4.31,10.44,2.54,5.44,43.9,2.51,1.84,,14.15,46.4,2.3,1.78,28.0,5.72,42.0,2.5,1.75,,14.5,45.2,2.31,1.74,32.0
Shanahan,Shanahan,,21/03/2026,50,Backstroke,Semi-Final,False,False,50 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,29.22,7.8,6.02,0.72,14.5,7.4,7.8,,,,,,,,2.92,,,,,,6.02,47.5,2.1,1.66,,,,,,,,,,,
Evans,Evans,,21/03/2026,200,Breaststroke,Heat,False,False,200 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,148.89,33.65,37.77,0.77,13.2,6.76,8.1,,3.53,0.79,10.73,,6.39,14.26,3.61,7.26,31.7,2.61,1.38,,18.29,30.5,2.68,1.36,14.0,7.52,29.5,2.71,1.33,,19.52,28.6,2.62,1.25,15.0
Evans,Evans,,21/03/2026,200,Breaststroke,Final,False,False,200 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,142.02,32.67,35.01,0.72,13.8,6.96,7.76,,3.45,0.71,10.27,9.6,6.19,13.72,3.7,7.14,34.6,2.43,1.4,,17.77,32.2,2.61,1.4,14.0,7.04,35.5,2.4,1.42,,17.7,37.8,2.21,1.39,18.0
Anderson,Anderson,,21/03/2026,100,Freestyle,Heat,False,False,100 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,55.56,27.09,28.47,0.73,12.7,5.22,6.52,,3.31,1.83,7.65,6.6,2.65,10.96,2.88,5.74,42.0,2.49,1.74,,14.83,43.8,2.38,1.74,29.0,5.92,42.2,2.4,1.69,,14.9,43.9,2.27,1.66,36.0
Scott,Scott,,21/03/2026,200,Freestyle,Heat,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,110.6,25.21,27.54,0.7,13.3,5.04,5.94,,2.83,1.27,7.39,8.8,3.69,10.22,2.78,5.46,45.8,2.4,1.83,,13.81,44.0,2.48,1.82,29.0,5.62,43.2,2.47,1.78,,14.53,43.1,2.39,1.72,32.0
McMillan,McMillan,,21/03/2026,200,Freestyle,Heat,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,108.16,25.46,27.76,0.7,12.8,4.86,6.0,,2.72,1.44,7.36,7.8,3.08,10.08,2.66,5.52,40.7,2.67,1.81,,13.94,39.7,2.69,1.78,26.0,5.8,36.9,2.8,1.72,,14.6,39.2,2.63,1.72,30.0
Anderson,Anderson,,21/03/2026,100,Freestyle,Final,False,False,100 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,54.39,26.53,27.86,0.75,,4.98,6.6,,2.95,1.51,7.59,6.4,2.59,10.54,2.61,5.56,42.9,2.52,1.8,,14.37,44.7,2.35,1.75,30.0,5.8,43.3,2.38,1.72,,14.47,44.4,2.28,1.69,36.0
MacInnes,MacInnes,,21/03/2026,200,Butterfly,Final,False,False,200 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,128.92,29.04,33.18,0.67,11.8,5.1,7.04,,3.08,0.76,9.68,7.3,4.34,12.76,3.22,6.18,55.4,1.75,1.62,,15.82,56.4,1.67,1.57,22.0,6.68,55.1,1.63,1.5,,16.82,56.0,1.56,1.46,27.0
McMillan,McMillan,,21/03/2026,200,Freestyle,Final,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,107.05,25.28,27.18,0.68,12.8,4.74,5.94,,2.78,1.44,7.24,7.7,3.0,10.02,2.51,5.42,39.3,2.82,1.85,,13.92,39.0,2.77,1.8,26.0,5.68,37.9,2.79,1.76,,14.26,40.2,2.61,1.75,30.0
McMillan,McMillan,,20/03/2026,400,Freestyle,Final,False,False,400 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,228.34,26.79,29.37,0.76,12.7,5.0,6.28,,2.95,1.77,7.85,6.8,2.61,10.8,2.74,20.51,34.6,2.97,1.71,24.0,,,,,,21.52,32.8,2.98,1.63,28.0,,,,,
Evans,Evans,,20/03/2026,100,Breaststroke,Final,False,False,100 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,65.46,31.07,34.39,0.7,13.1,6.28,7.6,,3.03,0.79,10.07,9.3,6.03,13.1,3.2,6.82,41.0,2.15,1.47,,16.65,41.6,2.12,1.47,17.0,6.98,45.4,1.89,1.43,,17.34,46.9,1.8,1.41,22.0
Evans,Evans,,20/03/2026,100,Breaststroke,Heat,False,False,100 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,67.12,32.24,34.88,0.72,13.9,7.28,8.18,,3.24,0.76,10.24,9.5,6.36,13.48,3.36,7.06,40.5,2.1,1.42,,17.0,39.7,2.19,1.45,16.0,7.06,41.2,2.07,1.42,,17.58,41.5,2.04,1.41,19.0
Anderson,Anderson,,20/03/2026,200,Freestyle,Heat,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,121.21,28.91,31.32,0.74,12.9,5.38,6.84,,3.31,1.61,8.31,6.5,2.81,11.62,2.67,6.0,36.9,2.72,1.67,,16.07,33.7,2.8,1.57,26.0,6.52,32.8,2.8,1.53,,16.49,32.7,2.79,1.52,30.0
Shanahan,Shanahan,,20/03/2026,200,Backstroke,Final,False,False,200 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,129.64,30.73,32.9,,12.8,6.48,7.86,,3.47,1.69,8.67,,5.25,12.14,3.24,6.24,41.0,2.34,1.6,,16.63,38.8,2.35,1.52,30.0,6.74,37.1,2.39,1.48,,17.49,39.3,2.21,1.45,33.0
Scott,Scott,,20/03/2026,200,Butterfly,Heat,False,False,200 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,120.13,26.09,30.16,0.69,12.6,4.66,6.0,,2.89,0.77,8.75,,5.93,11.64,3.17,5.56,50.6,2.13,1.8,,14.53,49.0,2.11,1.72,18.0,6.06,47.2,2.1,1.65,,15.35,47.4,2.03,1.6,19.0
McMillan,McMillan,,20/03/2026,400,Freestyle,Heat,False,False,400 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,231.06,26.46,29.29,0.73,12.6,4.84,6.14,,2.94,1.26,7.84,6.8,2.6,10.78,2.82,20.32,36.2,2.87,1.73,25.0,,,,,,21.45,32.5,3.01,1.63,28.0,,,,,
Anderson,Anderson,,20/03/2026,200,Freestyle,Final,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,118.91,28.17,30.35,0.77,12.9,5.22,6.84,,3.25,1.67,8.13,5.8,2.59,11.38,2.77,5.98,39.6,2.53,1.67,,15.35,39.2,2.53,1.65,28.0,6.08,37.6,2.62,1.64,,16.14,35.3,2.67,1.57,32.0
Shanahan,Shanahan,,20/03/2026,200,Backstroke,Heat,False,False,200 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,132.34,31.32,33.21,0.7,11.6,5.78,7.96,,3.64,1.86,8.82,9.6,5.02,12.46,3.4,6.34,41.0,2.31,1.58,,17.02,36.1,2.48,1.49,30.0,6.8,35.5,2.48,1.47,,17.59,35.0,2.49,1.45,31.0
McMillan,McMillan,,15/03/2026,100,Freestyle,Heat,False,False,100 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,49.66,23.95,25.71,,,,,,,,,,,,,,47.3,,,,,46.9,,,29.0,,47.4,,,,,45.6,,,34.0
Evans,Evans,,15/03/2026,200,Breaststroke,Final,False,False,200 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,142.31,32.76,35.04,0.7,13.3,6.46,7.64,,3.18,0.82,10.34,9.4,6.24,13.52,3.63,7.1,34.0,2.49,1.41,,18.02,31.7,2.56,1.35,15.0,7.02,35.8,2.38,1.42,,17.68,35.8,2.35,1.4,18.0
Shanahan,Shanahan,,15/03/2026,200,Backstroke,Final,False,False,200 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,130.24,31.02,32.77,0.62,13.8,6.96,7.8,,3.58,1.58,8.62,9.8,5.04,12.2,3.36,6.4,41.2,2.27,1.56,,16.82,38.9,2.33,1.51,30.0,6.74,37.9,2.34,1.48,,17.41,36.6,2.38,1.45,32.0
Davis,Davis,,15/03/2026,100,Freestyle,Heat,False,False,100 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,55.73,26.67,29.06,,,,,,,,,,,,,,51.4,,,,,49.5,,,34.0,,49.7,,,,,47.3,,,40.0
McMillan,McMillan,,15/03/2026,100,Freestyle,Final,False,False,100 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,49.52,24.11,25.41,0.66,13.0,4.74,5.74,,2.65,1.07,6.85,8.9,3.69,9.5,2.48,5.14,49.2,2.38,1.95,,13.23,46.2,2.45,1.89,29.0,5.26,46.9,2.43,1.9,,13.3,45.6,2.43,1.85,33.0
Davies,Davies,,15/03/2026,200,Backstroke,Heat,False,False,200 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,130.62,30.51,32.15,0.7,15.6,7.7,7.3,,3.49,1.61,8.15,11.6,5.87,11.64,3.42,6.34,38.3,2.48,1.58,,16.87,35.5,2.52,1.49,26.0,6.7,36.6,2.44,1.49,,17.3,36.1,2.44,1.47,30.0
Annis,Annis,,15/03/2026,400,Freestyle,Heat,False,False,400 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,239.11,27.14,30.22,0.66,13.7,5.62,6.4,,3.28,1.36,8.1,6.4,2.78,11.38,2.91,20.74,37.9,2.72,1.72,26.0,,,,,,22.12,34.8,2.78,1.61,31.0,,,,,
Shanahan,Shanahan,,15/03/2026,200,Backstroke,Heat,False,False,200 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,133.98,31.26,33.2,,,,,,,,,,,,,,39.9,,,,,38.5,,,29.0,,36.6,,,,,36.0,,,31.0
Annis,Annis,,15/03/2026,400,Freestyle,B-Final,False,False,400 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,239.04,27.51,30.16,0.66,14.0,5.68,6.32,,3.27,1.49,8.07,6.4,2.69,11.34,2.78,21.19,37.1,2.7,1.67,25.0,,,,,,22.09,34.2,2.79,1.59,30.0,,,,,
Hope,Hope,,15/03/2026,100,Freestyle,B-Final,False,False,100 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,56.62,27.17,29.45,0.68,11.6,4.76,6.84,,3.33,1.07,8.11,6.3,2.95,11.44,2.84,5.46,57.9,1.9,1.83,,14.87,51.0,2.04,1.73,38.0,6.04,50.1,1.99,1.66,,15.3,47.8,2.02,1.61,43.0
Dickson,Dickson,,15/03/2026,50,Breaststroke,B-Final,False,False,50 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,28.77,6.98,6.1,0.68,13.0,5.54,6.98,,,,,,,,2.79,,,,,,6.1,57.7,1.71,1.64,,,,,,,,,,,
Fearn,Fearn,,15/03/2026,100,Butterfly,Heat,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,54.66,25.54,29.12,,,,,,,,,,,,,,57.2,,,,,55.9,,,19.0,,55.6,,,,,55.4,,,21.0
McNair,McNair,,15/03/2026,200,IM,Heat,False,False,200 m IM,50,,,,,,,,,,,,,,,,,,,,,139.66,29.74,35.4,,,,,,,,,,,,,,51.4,,,,,52.0,,,20.0,,35.2,,,,,36.9,,,35.0
Dickson,Dickson,,15/03/2026,50,Breaststroke,Heat,False,False,50 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,28.74,6.82,6.24,0.72,12.8,5.42,6.82,,,,,,,,3.18,,,,,,6.24,61.7,1.56,1.6,,,,,,,,,,,
Davis,Davis,,15/03/2026,100,Freestyle,Final,False,False,100 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,55.16,26.71,28.45,0.66,12.6,5.36,6.8,,3.09,1.13,7.77,8.4,3.95,10.86,2.88,5.42,52.2,2.13,1.85,,14.49,49.3,2.13,1.75,34.0,5.86,50.4,2.04,1.71,,14.82,48.3,2.09,1.68,40.0
McNair,McNair,,15/03/2026,200,IM,Final,False,False,200 m IM,50,,,,,,,,,,,,,,,,,,,,,139.18,28.96,35.01,0.76,12.8,5.74,7.1,,3.12,0.84,10.1,9.0,5.76,13.22,3.12,6.1,53.8,1.83,1.64,,15.76,52.8,1.8,1.58,20.0,7.02,37.6,2.27,1.42,,17.89,37.4,2.23,1.39,36.0
Fearn,Fearn,,15/03/2026,100,Butterfly,B-Final,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,54.24,25.08,29.16,0.64,13.7,5.14,5.8,,2.7,0.88,8.72,,6.48,11.42,2.96,5.46,60.0,1.83,1.83,,13.82,57.0,1.89,1.8,19.0,5.66,57.1,1.86,1.77,,14.78,57.7,1.76,1.69,21.0
Grieve,Grieve,,15/03/2026,50,Butterfly,Heat,False,False,50 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,27.33,,,,,,,,,,,,,,,,63.2,,,,,63.8,,,,,,,,,,,,,
Smith,Smith,,15/03/2026,400,Freestyle,Heat,False,False,400 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,244.29,27.95,30.07,,,,,,,,,,,,,,37.3,,,26.0,,,,,,,36.5,,,32.0,,,,,
Robertson,Robertson,,15/03/2026,100,Butterfly,Heat,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,54.83,25.5,29.33,,,,,,,,,,,,,,53.5,,,,,54.5,,,19.0,,55.3,,,,,55.2,,,22.0
Grieve,Grieve,,15/03/2026,50,Butterfly,Final,False,False,50 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,27.27,6.62,5.98,0.68,12.9,5.42,6.62,,,,,,,,2.87,,,,,,5.98,64.1,1.56,1.67,,,,,,,,,,,
Evans,Evans,,15/03/2026,200,Breaststroke,Heat,False,False,200 m Breaststroke,50,,,,,,,,,,,,,,,,,,,,,148.93,34.59,39.2,,,,,,,,,,,,,,30.8,,,,,28.6,,,14.0,,26.6,,,,,26.2,,,15.0
Robertson,Robertson,,15/03/2026,100,Butterfly,B-Final,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,54.07,25.39,28.68,0.7,13.2,5.1,6.08,,2.71,0.55,8.13,10.0,5.65,10.84,2.69,5.54,53.0,2.05,1.81,,13.77,55.5,1.96,1.81,18.0,6.04,56.5,1.76,1.66,,14.51,56.2,1.8,1.69,22.0
Grieve,Grieve,,14/03/2026,100,Butterfly,Final,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,58.72,27.87,30.85,0.7,13.5,5.7,6.46,,3.15,0.69,8.59,10.5,5.71,11.74,2.88,6.06,58.1,1.7,1.65,,15.35,58.3,1.69,1.64,21.0,6.4,60.0,1.56,1.56,,15.86,58.9,1.57,1.54,25.0
McNair,McNair,,14/03/2026,400,IM,Final,False,False,400 m IM,50,,,,,,,,,,,,,,,,,,,,,290.55,30.58,34.55,0.78,13.1,6.1,7.4,,3.44,0.74,9.76,9.2,5.66,13.2,3.23,23.18,46.7,1.95,1.52,19.0,,,,,,24.79,46.0,1.85,1.42,22.0,,,,,
Fearn,Fearn,,14/03/2026,50,Backstroke,Heat,False,False,50 m Backstroke,50,,,,,,,,,,,,,,,,,,,,,26.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grieve,Grieve,,14/03/2026,100,Butterfly,Heat,False,False,100 m Butterfly,50,,,,,,,,,,,,,,,,,,,,,59.49,28.23,31.26,0.7,13.2,5.58,6.84,,3.15,0.67,8.55,10.5,5.89,11.7,2.89,5.94,61.4,1.64,1.68,,15.45,59.0,1.66,1.63,22.0,6.46,59.6,1.56,1.55,,16.25,58.3,1.54,1.5,25.0
Hope,Hope,,14/03/2026,200,Freestyle,Heat,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,122.66,28.81,31.12,,,,,,,,,,,,,,44.6,,,,,40.6,,,32.0,,40.0,,,,,41.2,,,38.0
Anderson,Anderson,,14/03/2026,200,Freestyle,Final,False,False,200 m Freestyle,50,,,,,,,,,,,,,,,,,,,,,120.12,28.15,29.82,0.72,13.0,5.64,6.78,,3.23,1.81,7.89,6.3,2.59,11.12,3.02,5.92,42.5,2.39,1.69,,15.45,39.0,2.52,1.64,28.0,6.1,40.6,2.42,1.64,,15.83,38.7,2.47,1.59,34.0
Scott,Scott,,14/03/2026,400,IM,Final,False,False,400 m IM,50,,,,,,,,,,,,,,,,,,,,,255.94,26.49,29.8,0.64,12.8,4.7,6.12,,2.95,0.67,8.45,9.8,5.35,11.4,3.0,20.37,50.0,2.06,1.72,18.0,,,,,,21.35,48.0,2.03,1.62,19.0,,,,,
Davies,Davies,,14/03/2026,400,IM,Final,False,False,400 m IM,50,,,,,,,,,,,,,,,,,,,,,273.76,27.58,32.8,,,,,,,,,,,,,,46.7,,,17.0,,,,,,,45.1,,,20.0,,,,,
Davies,Davies,,14/03/2026,400,IM,Heat,False,False,400 m IM,50,,,,,,,,,,,,,,,,,,,,,275.64,28.0,33.42,,,,,,,,,,,,,,44.9,,,17.0,,,,,,,44.6,,,19.0,,,,,
McNair,McNair,,14/03/2026,400,IM,Heat,False,False,400 m IM,50,,,,,,,,,,,,,,,,,,,,,299.07,30.97,35.29,,,,,,,,,,,,,,46.4,,,19.0,,,,,,,46.7,,,22.0,,,,,
